URL,Original,Corrected
https://hinative.com/questions/23866018,My husband and my environment has changed dramatically because of his transfer to USA 3 weeks ago.,My husband and environment have changed dramatically because of his transfer to the USA 3 weeks ago.
https://hinative.com/questions/23866018,"I've had fun with every perception from my new life in USA, but I feel like I had driven myself into a wall too much.","I've had fun with every perception of my new life in the USA, but I often felt like I had driven myself into a wall."
https://hinative.com/questions/23866018,I want to enjoy and fit in this new life at my own pace.,I want to enjoy and fit in with this new life at my own pace.
https://hinative.com/questions/23866018,"I couldn't know why I had cried, but I seemed to feel stressed out my new life in USA.","I didn’t know why I cried, but I seemed to feel stressed out about my new life in USA."
https://hinative.com/questions/23866018,My husband and my environment has changed dramatically because of his transfer to USA 3 weeks ago.,My husband and environment have changed dramatically because of his transfer to the USA 3 weeks ago.
https://hinative.com/questions/23866018,"I've had fun with every perception from my new life in USA, but I feel like I had driven myself into a wall too much.","I've had fun with every perception of my new life in the USA, but I often felt like I had driven myself into a wall."
https://hinative.com/questions/23866018,I want to enjoy and fit in this new life at my own pace.,I want to enjoy and fit in with this new life at my own pace.
https://hinative.com/questions/23865880,"They were the ones who invented it, they used it to intimidate and punish slaves, especially with whips or sticks.","They were the ones who invented it, and they used it to intimidate and punish slaves, especially with whips or sticks."
https://hinative.com/questions/23865880,This has caused real alterations of cognitive functions in people’s brains and has created traumas.,This caused trauma and real alterations of cognitive functions in people’s brains.
https://hinative.com/questions/23865880,"They were the ones who invented it, they used it to intimidate and punish slaves, especially with whips or sticks.","They were the ones who invented it, and they used it to intimidate and punish slaves, especially with whips or sticks."
https://hinative.com/questions/23865880,This has caused real alterations of cognitive functions in people’s brains and has created traumas.,This caused trauma and real alterations of cognitive functions in people’s brains.
https://hinative.com/questions/23865820,To be considerate other people is very good things.,To be considerate of other people is a good thing.
https://hinative.com/questions/23865820,"But actually, many people loves a themself.","But actually, many people love themselves."
https://hinative.com/questions/23865820,"The other days, I came across that information when I red a book and I am supre agree.","The other day, I came across that information when I read a book and I very much agree."
https://hinative.com/questions/23865820,So I think I will try to hear that conversation partner want to say.,So I think I will try to listen to what my partner wants to say.
https://hinative.com/questions/23865820,"To be honest, I would like to say thing myself though.","To be honest, I would like to say something about myself though."
https://hinative.com/questions/23865820,To be considerate other people is very good things.,To be considerate of other people is a very good thing.
https://hinative.com/questions/23865820,"But actually, many people loves a themself.","But actually, many people love to talk about themselves."
https://hinative.com/questions/23865820,"The other days, I came across that information when I red a book and I am supre agree.","The other day, I came across that information when I read a book and I truly agree."
https://hinative.com/questions/23865820,So I think I will try to hear that conversation partner want to say.,So I think I will try to hear what my conversation partner wants to say.
https://hinative.com/questions/23865820,"To be honest, I would like to say thing myself though.","Even though, to be honest, I would like to talk about myself."
https://hinative.com/questions/23865820,It's my new communication style.,This will be my new communication style.
https://hinative.com/questions/23865744,Are there bus from around the airport to the beach?,Are there any buses from around the airport to the beach?
https://hinative.com/questions/23865736,The 18 of april.,18th of April
https://hinative.com/questions/23865736,I so like read and....,I like reading
https://hinative.com/questions/23865647,Got Cute mini SUV for my rental car while my car is getting fixed.,I’m renting a cute mini SUV while my car is getting fixed.
https://hinative.com/questions/23865647,Kinda remind me of Japan life,It kind of reminds me of life in Japan.
https://hinative.com/questions/23865574,my Muslim friends break their fasting in the evening after sunset.,My Muslim friends break their fast in the evening after sunset.
https://hinative.com/questions/23865574,my Muslim friends break their fasting in the evening after sunset.,My Muslim friends break their fast in the evening after sunset.
https://hinative.com/questions/23865574,my Muslim friends break their fasting in the evening after sunset.,my Muslim friends break their fast in the evening after sunset.
https://hinative.com/questions/23865541,1. I decide I go to the UK.,1. I have decided to go to the UK.
https://hinative.com/questions/23865541,2. I decide I buy the game.,2. I have decided I buy the game.
https://hinative.com/questions/23865541,3. I decide I sell my car.,3. I have decided I sell my car.
https://hinative.com/questions/23865530,1. I forget I met her at the station.,1. I forgot I met her at the station.
https://hinative.com/questions/23865530,2. I forget I bought the book.,2. I forgot I bought the book.
https://hinative.com/questions/23865530,3. I forget I ate sushi today.,3. I forgot I ate sushi today.
https://hinative.com/questions/23865496,👩: I google what I don’t understand all the time.,👩: I google things all the time.
https://hinative.com/questions/23865493,I wiped on my room floor with a moist cloth,I wiped my room floor with a moist cloth.
https://hinative.com/questions/23865487,I drank so much yesterday that I blacked out,"Yesterday, I drank so much that I blacked out"
https://hinative.com/questions/23865487,So I only remember from around the sun rose the next day,I only remember what happened the next day
https://hinative.com/questions/23865487,So I only remember from around the sun rose the next day,So I don’t remember anything from before sunrise the next day
https://hinative.com/questions/23865487,I drank so much yesterday that I blacked out,"Yesterday, I drank so much that I blacked out"
https://hinative.com/questions/23865487,So I only remember from around the sun rose the next day,I only remember what happened the next day
https://hinative.com/questions/23865487,I drank so much yesterday that I blacked out,"Yesterday, I drank so much that I blacked out"
https://hinative.com/questions/23865487,So I only remember from around the sun rose the next day,So I don’t remember anything from before the sun rose the next day
https://hinative.com/questions/23865487,I drank so much yesterday that I blacked out,"Yesterday, I drank so much that I blacked out"
https://hinative.com/questions/23865487,So I only remember from around the sun rose the next day,So I only remember the next day
https://hinative.com/questions/23865474,I bought strawberry first time in this year.,I bought a strawberry for the first time this year.
https://hinative.com/questions/23865474,"I haven't eaten it yet, I hope it will be tasty.",I haven't eaten it yet. I hope it will be tasty.
https://hinative.com/questions/23865474,I bought strawberry first time in this year.,I bought my first strawberries of the year.
https://hinative.com/questions/23865474,"I haven't eaten it yet, I hope it will be tasty.",I haven't eaten them yet. I hope they will be tasty.
https://hinative.com/questions/23865468,"I would buy much more vegan goods, if they weren't so expensive.",I would buy many more vegan goods if they weren't so expensive.
https://hinative.com/questions/23865472,3. I doubt he said the truth.,3. I doubt he told the truth.
https://hinative.com/questions/23865453,"Maybe due to I am so expect to a new job, the more I have expceted to it, the more I disappointed at it.","Maybe because I am so excited about this new job, the more I expect from it, the more dissapointed I get."
https://hinative.com/questions/23865453,"Today, I met some project members in a big project which I heard is the most biggerst project in our department.","Today I met some project members in a big project, which I heard is the biggest project in our department."
https://hinative.com/questions/23865453,But I felt them very tired even have not any facial expression to make.,But I felt that they were very tired and didn’t even make any facial expressions.
https://hinative.com/questions/23865453,That is so akaward atmosphere and make me felt I can not speak any joke with them .,"The atmosphere was so awkward, and made me feel like I couldn’t make any jokes around them."
https://hinative.com/questions/23865453,"However, I totally pay all of my respect to them, because the each of members have a so great history on wokring experience.","However, I totally pay all of my respect to them, because each of the members have such a great history on working experience."
https://hinative.com/questions/23865453,And the onething I feel weired is today is second trainging day but I still have not get any education from personal department who charge in trainning.,And the one thing that makes me feel weird is today is second training day but I still have not gotten any education from personal department about who is in charge in training.
https://hinative.com/questions/23865453,Maybe they have not an planned schedule on trainning.,Maybe they dont have a planned schedule on training.
https://hinative.com/questions/23865431,"Currently,I think I fancy a lady.","Currently, I think I am attracted to a woman. (Fancy a lady sounds old-fashioned or British)"
https://hinative.com/questions/23865431,"I quite enjoied our conversation,beacause our value is totally same,but she is 38 years old, and I’m 25.","I really enjoyed our conversation because we share the same values (or we have a lot in common), but she is 38 years old and I’m 25."
https://hinative.com/questions/23865431,It’s annoying me.,It’s bothering me. (What is bothering you? The age difference?  Ask yourself WHY it bothers you.)
https://hinative.com/questions/23865431,"Currently,I think I fancy a lady.","Currently, I think I am attracted to a woman. (Fancy a lady sounds old-fashioned or British)"
https://hinative.com/questions/23865431,"I quite enjoied our conversation,beacause our value is totally same,but she is 38 years old, and I’m 25.","I really enjoyed our conversation because we share the same values (or we have a lot in common), but she is 38 years old and I’m 25."
https://hinative.com/questions/23865431,It’s annoying me.,It’s bothering me. (What is bothering you? The age difference?  Ask yourself WHY it bothers you.)
https://hinative.com/questions/23865311,This ramen is more oily because of a grind pork fat.,This ramen is oilier because of ground pork fat.
https://hinative.com/questions/23865311,This ramen is more oily and thicker because there is a grind pork fat in this ramen.,This ramen is oilier and thicker because there is ground pork fat in it.
https://hinative.com/questions/23865305,The food to introduce is bibimbop.,I'm going to introduce you to bibimbap.
https://hinative.com/questions/23865304,A:What's up,A:What's up?
https://hinative.com/questions/23865304,B:I'm fine,"B:Not much, I’m ok"
https://hinative.com/questions/23865304,A:That's great,A:That’s great
https://hinative.com/questions/23865304,A:What's up,A:What's up?
https://hinative.com/questions/23865304,B:I'm fine,"B:Not much, I’m ok"
https://hinative.com/questions/23865304,A:That's great,A:That’s great
https://hinative.com/questions/23865253,I couldn’t wake up in the morning…,I couldn’t get up in the morning…
https://hinative.com/questions/23865171,"I think so, because AI can collect many dates earlier and it could be accurate than real people.","I think so, because AI can collect information quickly and more accurately than a real person."
https://hinative.com/questions/23865142,It's boring for people to repeat a same thing over and over again.,It's boring for people to repeat the same thing over and over.
https://hinative.com/questions/23865132,I have reviewed the file and can confirm that all the information is correct.,I have reviewed the file and can confirm that all of the information is correct.
https://hinative.com/questions/23865008,"When I take leaf of lettuce off, I remember feeding a hamster.","Whenever I pluck a leaf from a head of lettuce, it reminds me of my pet hamster that I used to feed greens to."
https://hinative.com/questions/23864935,The hotel you booked has two double bed ?,The hotel you booked has two double beds.
https://hinative.com/questions/23872842,A: How do your sons go to school?,Do your sons take the bus to school?
https://hinative.com/questions/23872842,By a school bus?,
https://hinative.com/questions/23872842,B: It's not really dangerous.,B: It's not really that dangerous.
https://hinative.com/questions/23872842,"There are kids from first graders to sixth graders in the groups, so big kids take care of little kids.","There are kids from first to sixth grade in the groups, so the older kids take care of the younger kids."
https://hinative.com/questions/23872842,It was also like that in my generation.,It was like that in my generation too.
https://hinative.com/questions/23872842,Is your house close to school?,Is your house close to the school?
https://hinative.com/questions/23872842,"B: Yeah, and in my sons' case, it takes about 20 minutes for kids to school, so it's not close.","B: Yeah, but it takes about 20 minutes for my sons to get to school, so it's not too close."
https://hinative.com/questions/23872842,Besides they have to follow the route that school decided to make it safer for them.,They have to follow the route that the school decides is safest.
https://hinative.com/questions/23872842,That's why sometimes it can be a detour.,So that's why sometimes it can take longer.
https://hinative.com/questions/23872842,A: How do your sons go to school?,Do your sons take the bus to school?
https://hinative.com/questions/23872842,By a school bus?,
https://hinative.com/questions/23872842,B: It's not really dangerous.,B: It's not really that dangerous.
https://hinative.com/questions/23872842,"There are kids from first graders to sixth graders in the groups, so big kids take care of little kids.","There are kids from first to sixth grade in the groups, so the older kids take care of the younger kids."
https://hinative.com/questions/23872842,It was also like that in my generation.,It was like that in my generation too.
https://hinative.com/questions/23872842,Is your house close to school?,Is your house close to the school?
https://hinative.com/questions/23872842,"B: Yeah, and in my sons' case, it takes about 20 minutes for kids to school, so it's not close.","B: Yeah, but it takes about 20 minutes for my sons to get to school, so it's not too close."
https://hinative.com/questions/23872842,Besides they have to follow the route that school decided to make it safer for them.,They have to follow the route that the school decides is safest.
https://hinative.com/questions/23872842,That's why sometimes it can be a detour.,So that's why sometimes it can take longer.
https://hinative.com/questions/23872826,I had issues with my girlfriend because everyone has each way to think.,I've had issues with my girlfriend because everyone has their own ways of thinking.
https://hinative.com/questions/23872826,Should I keep my distance for a moment?,Should I keep my distance for a while?
https://hinative.com/questions/23872826,"I mean l,should we each have time to reflect on myself?","I mean, should we each have some time apart to reflect on ourselves?"
https://hinative.com/questions/23872228,I got out my car.,I got out OF  my car.
https://hinative.com/questions/23871922,I will work starting next week,I will start work next week
https://hinative.com/questions/23871514,I found this old pictures and letters of my father.,I found these old pictures and letters of my father.
https://hinative.com/questions/23871394,A: My home have a blackout 우리집 정전됐어,A: My home is in a blackout 우리집 정전됐어
https://hinative.com/questions/23871380,“I would’ve shown up at another meeting on a different English club if there’s wasn’t a meeting today on this club.”,"If there wasn't a meeting for this club today, then I would've shown up to a different English club meeting."
https://hinative.com/questions/23871380,“I would’ve shown up at another meeting on a different English club if there’s wasn’t a meeting today on this club.”,"If there wasn't a meeting for this club today, then I would've shown up to a different English club meeting."
https://hinative.com/questions/23870775,Today my back hurted extremely badly.,Today my back hurt extremely badly.
https://hinative.com/questions/23870775,Today my back hurted extremely badly.,Today my back hurt extremely badly.
https://hinative.com/questions/23870639,1. I believe he comes here today.,1. I believe he will come here today.
https://hinative.com/questions/23870442,"you just need a good night's sleep, and then you'll be right as fiddle agian","You just need a good night's sleep, and then you'll be fit as a fiddle again."
https://hinative.com/questions/23870442,"you just need a good night's sleep, and then you'll be right as fiddle agian","You just need a good night's sleep, and then you'll be fit as a fiddle again."
https://hinative.com/questions/23870243,I’ve been cutting my hair on my own for the past 20 years.,I’ve been cutting my own hair for the past 20 years.
https://hinative.com/questions/23870243,I think I cut it very well this time.,I think I did a really good job this time.
https://hinative.com/questions/23870243,I’ve been cutting my hair on my own for the past 20 years.,I’ve been cutting my own hair for the past 20 years.
https://hinative.com/questions/23870188,Everyone in the world is curious about who Ohtani will marry.,Everyone is curious about who Ohtani will marry.
https://hinative.com/questions/23870188,Everyone in the world is curious about who Ohtani will marry.,Everyone's curious about who Ohtani will marry.
https://hinative.com/questions/23870155,I think being too stressful is a big problem.,I think being too stressed is a big problem.
https://hinative.com/questions/23870155,"For example, I quitted my first job because I felt too stressed.","For example, I quit my first job because I felt too stressed."
https://hinative.com/questions/23870155,I think my decision was right.,I think I made the right decision
https://hinative.com/questions/23870152,"A friend of teacher, from the Philippines, looked up to Japan so much.","A friend of my teacher, from the Philippines, looked up to Japan so much."
https://hinative.com/questions/23870152,"And when taking a class, she told me that Japan is a perfect country and everyone in Japan is kind to her.","And while taking a class, she told me that Japan is a perfect country and everyone in Japan is kind to her."
https://hinative.com/questions/23870152,And then I wanted to her a piece of advice from someone who's lived in Japan longer than she has.,And then I wanted to give her a piece of advice from someone who's lived in Japan longer than she has.
https://hinative.com/questions/23870152,"I shared with her, saying “To be honest, Japan is not that perfect. No matter where you go, there are bad people. Japan is so also.”","I shared with her, saying “To be honest, Japan is not that perfect. No matter where you go, there are bad people. Japan is also like this.”"
https://hinative.com/questions/23857351,It seems rainy season comes again for the next few days,It seems rainy weather comes again for the next few days
https://hinative.com/questions/23873395,"I often lose the direction especially while driving , because I don't have the sense of finding a direction.","I often get lost, especially while driving, because I don't have a good sense of direction."
https://hinative.com/questions/23873410,A: Does it take some time?,A: Does it take very long?
https://hinative.com/questions/23873410,"B: No, it dosen't that much.","B: No, not that long."
https://hinative.com/questions/23873410,About 5minutes.,About 5 minutes.
https://hinative.com/questions/23873344,"I saw the movie everyone is talking about it last night, but it's not that funny.","I saw the movie everyone is talking about last night, but it's not that funny."
https://hinative.com/questions/23873293,"When the time comes, I’m not sure if I can get over.","When the time comes, I’m not sure if I can get over it."
https://hinative.com/questions/23873271,The museum will be open just for one day.,The museum will only be open for one day.
https://hinative.com/questions/23873271,I will stop complaining just for one day.,I will stop complaining just for today.
